"Customer ID";"Customer Name";"Segment";"City";"State";"Postal Code";"Region";"Order ID"
"CS-12250";"Chris Selesnick";"Corporate";"Bossier City";"Louisiana";71111;"South";"CA-2015-162775"
"CS-12250";"Chris Selesnick";"Corporate";"Bossier City";"Louisiana";71111;"South";"CA-2015-162775"
"CS-12250";"Chris Selesnick";"Corporate";"Bossier City";"Louisiana";71111;"South";"CA-2015-162775"
"CS-12250";"Chris Selesnick";"Corporate";"Bossier City";"Louisiana";71111;"South";"CA-2015-162775"
"AJ-10795";"Anthony Johnson";"Corporate";"Saint Petersburg";"Florida";33710;"South";"CA-2015-106810"
"LE-16810";"Laurel Elliston";"Consumer";"Arlington";"Virginia";22204;"South";"CA-2017-157245"
"BV-11245";"Benjamin Venier";"Corporate";"Des Moines";"Iowa";50315;"Central";"CA-2018-104220"
"BV-11245";"Benjamin Venier";"Corporate";"Des Moines";"Iowa";50315;"Central";"CA-2018-104220"
"BV-11245";"Benjamin Venier";"Corporate";"Des Moines";"Iowa";50315;"Central";"CA-2018-104220"
"BV-11245";"Benjamin Venier";"Corporate";"Des Moines";"Iowa";50315;"Central";"CA-2018-104220"
"BV-11245";"Benjamin Venier";"Corporate";"Des Moines";"Iowa";50315;"Central";"CA-2018-104220"
"BV-11245";"Benjamin Venier";"Corporate";"Des Moines";"Iowa";50315;"Central";"CA-2018-104220"
"DL-12865";"Dan Lawera";"Consumer";"Cincinnati";"Ohio";45231;"East";"CA-2015-165974"
"NZ-18565";"Nick Zandusky";"Home Office";"San Francisco";"California";94110;"West";"CA-2016-144267"
"NZ-18565";"Nick Zandusky";"Home Office";"San Francisco";"California";94110;"West";"CA-2016-144267"
"NZ-18565";"Nick Zandusky";"Home Office";"San Francisco";"California";94110;"West";"CA-2016-144267"
"NZ-18565";"Nick Zandusky";"Home Office";"San Francisco";"California";94110;"West";"CA-2016-144267"
"BM-11785";"Bryan Mills";"Consumer";"Columbus";"Ohio";43229;"East";"US-2016-157014"
"BM-11785";"Bryan Mills";"Consumer";"Columbus";"Ohio";43229;"East";"US-2016-157014"
"BM-11785";"Bryan Mills";"Consumer";"Columbus";"Ohio";43229;"East";"US-2016-157014"
"BM-11785";"Bryan Mills";"Consumer";"Columbus";"Ohio";43229;"East";"US-2016-157014"
"EA-14035";"Erin Ashbrook";"Corporate";"Columbia";"South Carolina";29203;"South";"CA-2016-154921"
"CL-12565";"Clay Ludtke";"Consumer";"Lancaster";"California";93534;"West";"CA-2018-129567"
"LT-17110";"Liz Thompson";"Consumer";"Lancaster";"California";93534;"West";"CA-2016-154620"
"SA-20830";"Sue Ann Reed";"Consumer";"Richmond";"Virginia";23223;"South";"CA-2016-115938"
"SA-20830";"Sue Ann Reed";"Consumer";"Richmond";"Virginia";23223;"South";"CA-2016-115938"
"SA-20830";"Sue Ann Reed";"Consumer";"Richmond";"Virginia";23223;"South";"CA-2016-115938"
"SA-20830";"Sue Ann Reed";"Consumer";"Richmond";"Virginia";23223;"South";"CA-2016-115938"
"JK-15730";"Joe Kamberova";"Consumer";"Asheville";"North Carolina";28806;"South";"CA-2017-105256"
"ES-14020";"Erica Smith";"Consumer";"San Francisco";"California";94110;"West";"CA-2015-156433"
"ES-14020";"Erica Smith";"Consumer";"San Francisco";"California";94110;"West";"CA-2015-156433"
"RH-19495";"Rick Hansen";"Consumer";"Rochester";"Minnesota";55901;"Central";"CA-2018-151428"
"DB-13120";"David Bremer";"Corporate";"Rochester";"New York";14609;"East";"CA-2016-124653"
"DB-13120";"David Bremer";"Corporate";"Rochester";"New York";14609;"East";"CA-2016-124653"
"DB-13120";"David Bremer";"Corporate";"Rochester";"New York";14609;"East";"CA-2016-124653"
"CD-11920";"Carlos Daly";"Consumer";"Lake Elsinore";"California";92530;"West";"CA-2016-101910"
"HW-14935";"Helen Wasserman";"Corporate";"San Diego";"California";92105;"West";"CA-2018-105809"
"HW-14935";"Helen Wasserman";"Corporate";"San Diego";"California";92105;"West";"CA-2018-105809"
"HW-14935";"Helen Wasserman";"Corporate";"New York City";"New York";10024;"East";"CA-2017-136133"
"MC-18130";"Mike Caudle";"Corporate";"Monroe";"Louisiana";71203;"South";"CA-2017-115504"
"GM-14440";"Gary McGarr";"Consumer";"San Francisco";"California";94122;"West";"CA-2018-135783"
"RA-19915";"Russell Applegate";"Consumer";"Denver";"Colorado";80219;"West";"CA-2015-134313"
"RA-19915";"Russell Applegate";"Consumer";"Denver";"Colorado";80219;"West";"CA-2015-134313"
"AA-10375";"Allen Armold";"Consumer";"Omaha";"Nebraska";68104;"Central";"CA-2016-140921"
"AA-10375";"Allen Armold";"Consumer";"Omaha";"Nebraska";68104;"Central";"CA-2016-140921"
"ZC-21910";"Zuschuss Carroll";"Consumer";"Edmonds";"Washington";98026;"West";"CA-2015-151995"
"ZC-21910";"Zuschuss Carroll";"Consumer";"Edmonds";"Washington";98026;"West";"CA-2015-151995"
"ZC-21910";"Zuschuss Carroll";"Consumer";"Edmonds";"Washington";98026;"West";"CA-2015-151995"
"ZC-21910";"Zuschuss Carroll";"Consumer";"Edmonds";"Washington";98026;"West";"CA-2015-151995"
"PJ-19015";"Pauline Johnson";"Consumer";"Santa Ana";"California";92704;"West";"CA-2018-143686"
"PJ-19015";"Pauline Johnson";"Consumer";"Santa Ana";"California";92704;"West";"CA-2018-143686"
"BW-11110";"Bart Watters";"Corporate";"Milwaukee";"Wisconsin";53209;"Central";"CA-2016-106565"
"DB-13210";"Dean Braden";"Consumer";"Philadelphia";"Pennsylvania";19140;"East";"CA-2017-149370"
"CA-12775";"Cynthia Arntzen";"Consumer";"Philadelphia";"Pennsylvania";19140;"East";"CA-2015-140858"
"CA-12775";"Cynthia Arntzen";"Consumer";"Philadelphia";"Pennsylvania";19140;"East";"CA-2015-140858"
"CA-12775";"Cynthia Arntzen";"Consumer";"Philadelphia";"Pennsylvania";19140;"East";"CA-2015-140858"
"CA-12775";"Cynthia Arntzen";"Consumer";"Philadelphia";"Pennsylvania";19140;"East";"CA-2015-140858"
"CA-12775";"Cynthia Arntzen";"Consumer";"Philadelphia";"Pennsylvania";19140;"East";"CA-2015-140858"
"TR-21325";"Toby Ritter";"Consumer";"Belleville";"New Jersey";7109;"East";"CA-2018-101434"
"TR-21325";"Toby Ritter";"Consumer";"Belleville";"New Jersey";7109;"East";"CA-2018-101434"
"PG-18820";"Patrick Gardner";"Consumer";"San Francisco";"California";94110;"West";"US-2015-102071"
"PG-18820";"Patrick Gardner";"Consumer";"San Francisco";"California";94110;"West";"US-2015-102071"
"GT-14710";"Greg Tran";"Consumer";"Lakeville";"Minnesota";55044;"Central";"CA-2018-126956"
"GT-14710";"Greg Tran";"Consumer";"Lakeville";"Minnesota";55044;"Central";"CA-2018-126956"
"GT-14710";"Greg Tran";"Consumer";"Lakeville";"Minnesota";55044;"Central";"CA-2018-126956"
"JE-15745";"Joel Eaton";"Consumer";"Florence";"Kentucky";41042;"South";"CA-2018-129462"
"JE-15745";"Joel Eaton";"Consumer";"Florence";"Kentucky";41042;"South";"CA-2018-129462"
"JE-15745";"Joel Eaton";"Consumer";"Florence";"Kentucky";41042;"South";"CA-2018-129462"
"JE-15745";"Joel Eaton";"Consumer";"Florence";"Kentucky";41042;"South";"CA-2018-129462"
"JB-15400";"Jennifer Braxton";"Corporate";"Tampa";"Florida";33614;"South";"CA-2017-165316"
"JB-15400";"Jennifer Braxton";"Corporate";"Tampa";"Florida";33614;"South";"CA-2017-165316"
"JB-15400";"Jennifer Braxton";"Corporate";"Tampa";"Florida";33614;"South";"CA-2017-165316"
"LH-17020";"Lisa Hazard";"Consumer";"Tyler";"Texas";75701;"Central";"US-2015-115987"
"JL-15175";"James Lanier";"Home Office";"Columbia";"Tennessee";38401;"South";"US-2018-156083"
"EB-13705";"Ed Braxton";"Corporate";"Fort Worth";"Texas";76106;"Central";"US-2017-137547"
"BM-11650";"Brian Moss";"Corporate";"New York City";"New York";10035;"East";"CA-2016-100454"
"BM-11650";"Brian Moss";"Corporate";"New York City";"New York";10035;"East";"CA-2016-100454"
"BM-11650";"Brian Moss";"Corporate";"New York City";"New York";10035;"East";"CA-2016-100454"
"EM-14095";"Eudokia Martin";"Corporate";"Los Angeles";"California";90036;"West";"CA-2017-161669"
"EM-14095";"Eudokia Martin";"Corporate";"Los Angeles";"California";90036;"West";"CA-2017-161669"
"EM-14095";"Eudokia Martin";"Corporate";"Los Angeles";"California";90036;"West";"CA-2017-161669"
"EM-14095";"Eudokia Martin";"Corporate";"Los Angeles";"California";90036;"West";"CA-2017-161669"
"AF-10885";"Art Foster";"Consumer";"Louisville";"Kentucky";40214;"South";"CA-2016-114300"
"AF-10885";"Art Foster";"Consumer";"Louisville";"Kentucky";40214;"South";"CA-2016-114300"
"GA-14725";"Guy Armstrong";"Consumer";"Lorain";"Ohio";44052;"East";"CA-2018-107503"
"CK-12760";"Cyma Kinney";"Corporate";"Linden";"New Jersey";7036;"East";"CA-2015-107755"
"DP-13105";"Dave Poirier";"Corporate";"Salinas";"California";93905;"West";"CA-2017-152534"
"DP-13105";"Dave Poirier";"Corporate";"Salinas";"California";93905;"West";"CA-2017-152534"
"VD-21670";"Valerie Dominguez";"Consumer";"Jackson";"Mississippi";39212;"South";"CA-2017-113747"
"GT-14710";"Greg Tran";"Consumer";"New York City";"New York";10035;"East";"CA-2017-123274"
"GT-14710";"Greg Tran";"Consumer";"New York City";"New York";10035;"East";"CA-2017-123274"
"BK-11260";"Berenike Kampe";"Consumer";"New York City";"New York";10035;"East";"CA-2015-125612"
"BK-11260";"Berenike Kampe";"Consumer";"New York City";"New York";10035;"East";"CA-2015-125612"
"BK-11260";"Berenike Kampe";"Consumer";"New York City";"New York";10035;"East";"CA-2015-125612"
"SJ-20125";"Sanjit Jacobs";"Home Office";"New Brunswick";"New Jersey";8901;"East";"CA-2018-161984"
"SJ-20125";"Sanjit Jacobs";"Home Office";"New Brunswick";"New Jersey";8901;"East";"CA-2018-161984"
"CM-12445";"Chuck Magee";"Consumer";"San Francisco";"California";94122;"West";"CA-2015-133851"
"CM-12445";"Chuck Magee";"Consumer";"San Francisco";"California";94122;"West";"CA-2015-133851"
"AJ-10795";"Anthony Johnson";"Corporate";"Jacksonville";"Florida";32216;"South";"CA-2017-134474"
"AJ-10795";"Anthony Johnson";"Corporate";"Jacksonville";"Florida";32216;"South";"CA-2017-134474"
"AJ-10795";"Anthony Johnson";"Corporate";"Jacksonville";"Florida";32216;"South";"CA-2017-134474"
"AJ-10780";"Anthony Jacobs";"Corporate";"Springfield";"Virginia";22153;"South";"CA-2015-149020"
"AJ-10780";"Anthony Jacobs";"Corporate";"Springfield";"Virginia";22153;"South";"CA-2015-149020"
"LS-16945";"Linda Southworth";"Corporate";"Philadelphia";"Pennsylvania";19140;"East";"CA-2017-134362"
"GP-14740";"Guy Phonely";"Corporate";"Lancaster";"Pennsylvania";17602;"East";"CA-2015-136742"
"PK-18910";"Paul Knutson";"Home Office";"Philadelphia";"Pennsylvania";19143;"East";"CA-2017-158099"
"PK-18910";"Paul Knutson";"Home Office";"Philadelphia";"Pennsylvania";19143;"East";"CA-2017-158099"
"TB-21520";"Tracy Blumstein";"Consumer";"Concord";"New Hampshire";3301;"East";"CA-2016-131128"
"SM-20005";"Sally Matthias";"Consumer";"New York City";"New York";10009;"East";"CA-2015-148488"
"SM-20005";"Sally Matthias";"Consumer";"New York City";"New York";10009;"East";"CA-2015-148488"
"GA-14725";"Guy Armstrong";"Consumer";"Charlotte";"North Carolina";28205;"South";"CA-2018-114636"
"CC-12430";"Chuck Clark";"Home Office";"Concord";"New Hampshire";3301;"East";"CA-2017-116736"
"CC-12430";"Chuck Clark";"Home Office";"Concord";"New Hampshire";3301;"East";"CA-2017-116736"
"CC-12430";"Chuck Clark";"Home Office";"Concord";"New Hampshire";3301;"East";"CA-2017-116736"
"AG-10765";"Anthony Garverick";"Home Office";"Philadelphia";"Pennsylvania";19120;"East";"US-2015-158638"
"HP-14815";"Harold Pawlan";"Home Office";"New York City";"New York";10024;"East";"CA-2018-111689"
"HP-14815";"Harold Pawlan";"Home Office";"New York City";"New York";10024;"East";"CA-2018-111689"
"DK-13090";"Dave Kipp";"Consumer";"Springfield";"Virginia";22153;"South";"CA-2016-129098"
"GZ-14470";"Gary Zandusky";"Consumer";"San Francisco";"California";94109;"West";"US-2018-123463"
"PM-19135";"Peter McVee";"Home Office";"Detroit";"Michigan";48227;"Central";"CA-2017-165148"
"LL-16840";"Lauren Leatherbury";"Consumer";"Rochester";"New York";14609;"East";"CA-2015-134061"
"JS-15595";"Jill Stevenson";"Corporate";"Los Angeles";"California";90045;"West";"CA-2016-143602"
"OT-18730";"Olvera Toch";"Consumer";"San Diego";"California";92105;"West";"CA-2018-115364"
"EL-13735";"Ed Ludwig";"Home Office";"Columbia";"Maryland";21044;"East";"CA-2018-150707"
"CK-12760";"Cyma Kinney";"Corporate";"San Francisco";"California";94122;"West";"CA-2015-104976"
"JE-15475";"Jeremy Ellison";"Consumer";"New Rochelle";"New York";10801;"East";"CA-2018-132934"
"JE-15475";"Jeremy Ellison";"Consumer";"New Rochelle";"New York";10801;"East";"CA-2018-132934"
"TH-21550";"Tracy Hopkins";"Home Office";"Detroit";"Michigan";48227;"Central";"CA-2018-133256"
"TH-21550";"Tracy Hopkins";"Home Office";"Detroit";"Michigan";48227;"Central";"CA-2018-133256"
"TH-21550";"Tracy Hopkins";"Home Office";"Detroit";"Michigan";48227;"Central";"CA-2018-133256"
"PC-18745";"Pamela Coakley";"Corporate";"San Francisco";"California";94122;"West";"CA-2017-105494"
"PC-18745";"Pamela Coakley";"Corporate";"San Francisco";"California";94122;"West";"CA-2017-105494"
"HL-15040";"Hunter Lopez";"Consumer";"Houston";"Texas";77095;"Central";"CA-2017-140634"
"MS-17365";"Maribeth Schnelling";"Consumer";"Detroit";"Michigan";48227;"Central";"CA-2015-144407"
"GB-14530";"George Bell";"Corporate";"Auburn";"New York";13021;"East";"CA-2018-160983"
"JR-16210";"Justin Ritter";"Corporate";"Springfield";"Ohio";45503;"East";"US-2017-114622"
"TD-20995";"Tamara Dahlen";"Consumer";"Garland";"Texas";75043;"Central";"CA-2018-150959"
"TD-20995";"Tamara Dahlen";"Consumer";"Garland";"Texas";75043;"Central";"CA-2018-150959"
"DB-13060";"Dave Brooks";"Consumer";"Chicago";"Illinois";60653;"Central";"CA-2018-132353"
"LC-17140";"Logan Currie";"Consumer";"Los Angeles";"California";90032;"West";"CA-2017-130477"
"LC-17140";"Logan Currie";"Consumer";"Los Angeles";"California";90032;"West";"CA-2017-130477"
"LC-17140";"Logan Currie";"Consumer";"Los Angeles";"California";90032;"West";"CA-2017-130477"
"PO-18865";"Patrick O'Donnell";"Consumer";"New York City";"New York";10009;"East";"CA-2018-143259"
"PO-18865";"Patrick O'Donnell";"Consumer";"New York City";"New York";10009;"East";"CA-2018-143259"
"PO-18865";"Patrick O'Donnell";"Consumer";"New York City";"New York";10009;"East";"CA-2018-143259"
"BE-11335";"Bill Eplett";"Home Office";"Jackson";"Michigan";49201;"Central";"CA-2018-137596"
"BE-11335";"Bill Eplett";"Home Office";"Jackson";"Michigan";49201;"Central";"CA-2018-137596"
"BE-11335";"Bill Eplett";"Home Office";"Jackson";"Michigan";49201;"Central";"CA-2018-137596"
"SC-20050";"Sample Company A";"Home Office";"Norwich";"Connecticut";6360;"East";"CA-2016-133627"
"BM-11650";"Brian Moss";"Corporate";"Milwaukee";"Wisconsin";53209;"Central";"CA-2018-102519"
"BM-11650";"Brian Moss";"Corporate";"Milwaukee";"Wisconsin";53209;"Central";"CA-2018-102519"
"KL-16555";"Kelly Lampkin";"Corporate";"San Antonio";"Texas";78207;"Central";"US-2015-141215"
"KL-16555";"Kelly Lampkin";"Corporate";"San Antonio";"Texas";78207;"Central";"US-2015-141215"
"KL-16555";"Kelly Lampkin";"Corporate";"San Antonio";"Texas";78207;"Central";"US-2015-141215"
"RW-19630";"Rob Williams";"Corporate";"Dallas";"Texas";75220;"Central";"CA-2017-165218"
"RW-19630";"Rob Williams";"Corporate";"Dallas";"Texas";75220;"Central";"CA-2017-165218"
"RC-19825";"Roy Collins";"Consumer";"Alexandria";"Virginia";22304;"South";"CA-2015-138296"
"SE-20110";"Sanjit Engle";"Consumer";"New York City";"New York";10009;"East";"CA-2016-111164"
"SE-20110";"Sanjit Engle";"Consumer";"New York City";"New York";10009;"East";"CA-2016-111164"
"SE-20110";"Sanjit Engle";"Consumer";"New York City";"New York";10009;"East";"CA-2016-111164"
"AH-10075";"Adam Hart";"Corporate";"New York City";"New York";10011;"East";"CA-2017-149797"
"JM-15535";"Jessica Myrick";"Consumer";"Philadelphia";"Pennsylvania";19143;"East";"CA-2015-132962"
"JM-15535";"Jessica Myrick";"Consumer";"Philadelphia";"Pennsylvania";19143;"East";"CA-2015-132962"
"JJ-15760";"Joel Jenkins";"Home Office";"Springfield";"Virginia";22153;"South";"CA-2016-115091"
"JJ-15760";"Joel Jenkins";"Home Office";"Springfield";"Virginia";22153;"South";"CA-2016-115091"
"AB-10165";"Alan Barnes";"Consumer";"Toledo";"Ohio";43615;"East";"CA-2018-144932"
"AB-10165";"Alan Barnes";"Consumer";"Toledo";"Ohio";43615;"East";"CA-2018-144932"
"AB-10165";"Alan Barnes";"Consumer";"Toledo";"Ohio";43615;"East";"CA-2018-144932"
"RK-19300";"Ralph Kennedy";"Consumer";"Philadelphia";"Pennsylvania";19140;"East";"CA-2018-114216"
"CG-12040";"Catherine Glotzbach";"Home Office";"Philadelphia";"Pennsylvania";19120;"East";"CA-2017-140081"
"CG-12040";"Catherine Glotzbach";"Home Office";"Philadelphia";"Pennsylvania";19120;"East";"CA-2017-140081"
"CG-12040";"Catherine Glotzbach";"Home Office";"Philadelphia";"Pennsylvania";19120;"East";"CA-2017-140081"
"CG-12040";"Catherine Glotzbach";"Home Office";"Philadelphia";"Pennsylvania";19120;"East";"CA-2017-140081"
"RA-19885";"Ruben Ausman";"Corporate";"Farmington";"New Mexico";87401;"West";"US-2018-111745"
"RP-19270";"Rachel Payne";"Corporate";"Riverside";"California";92503;"West";"CA-2016-148250"
"RP-19270";"Rachel Payne";"Corporate";"Riverside";"California";92503;"West";"CA-2016-148250"
"KC-16255";"Karen Carlisle";"Corporate";"San Francisco";"California";94110;"West";"CA-2017-105760"
"RW-19630";"Rob Williams";"Corporate";"Torrance";"California";90503;"West";"CA-2017-142958"
"RW-19630";"Rob Williams";"Corporate";"Torrance";"California";90503;"West";"CA-2017-142958"
"JL-15850";"John Lucas";"Consumer";"Seattle";"Washington";98105;"West";"CA-2016-120880"
"JL-15850";"John Lucas";"Consumer";"Seattle";"Washington";98105;"West";"CA-2016-120880"
"JL-15850";"John Lucas";"Consumer";"Seattle";"Washington";98105;"West";"CA-2016-120880"
"CA-12775";"Cynthia Arntzen";"Consumer";"Mesa";"Arizona";85204;"West";"US-2016-140200"
"RB-19795";"Ross Baird";"Home Office";"Philadelphia";"Pennsylvania";19120;"East";"US-2018-110576"
"RB-19795";"Ross Baird";"Home Office";"Philadelphia";"Pennsylvania";19120;"East";"US-2018-110576"
"RB-19795";"Ross Baird";"Home Office";"Philadelphia";"Pennsylvania";19120;"East";"US-2018-110576"
"RB-19795";"Ross Baird";"Home Office";"Philadelphia";"Pennsylvania";19120;"East";"US-2018-110576"
"RB-19795";"Ross Baird";"Home Office";"Philadelphia";"Pennsylvania";19120;"East";"US-2018-110576"
"KH-16360";"Katherine Hughes";"Consumer";"Philadelphia";"Pennsylvania";19143;"East";"CA-2018-131156"
"GH-14665";"Greg Hansen";"Consumer";"Round Rock";"Texas";78664;"Central";"CA-2018-136539"
"GH-14665";"Greg Hansen";"Consumer";"Round Rock";"Texas";78664;"Central";"CA-2018-136539"
"SW-20275";"Scott Williamson";"Consumer";"Jackson";"Mississippi";39212;"South";"CA-2018-119305"
"JA-15970";"Joseph Airdo";"Consumer";"Phoenix";"Arizona";85023;"West";"CA-2018-102414"
"JA-15970";"Joseph Airdo";"Consumer";"Phoenix";"Arizona";85023;"West";"CA-2018-102414"
"JA-15970";"Joseph Airdo";"Consumer";"Phoenix";"Arizona";85023;"West";"CA-2018-102414"
"DL-12925";"Daniel Lacy";"Consumer";"Oceanside";"California";92054;"West";"CA-2016-112571"
"LW-16990";"Lindsay Williams";"Corporate";"San Francisco";"California";94110;"West";"CA-2018-152142"
"TB-21190";"Thomas Brumley";"Home Office";"Fayetteville";"Arkansas";72701;"South";"CA-2016-160059"
"CV-12805";"Cynthia Voltz";"Corporate";"San Francisco";"California";94110;"West";"CA-2017-120859"
"MS-17365";"Maribeth Schnelling";"Consumer";"Boca Raton";"Florida";33433;"South";"CA-2015-127488"
"BS-11800";"Bryan Spruell";"Home Office";"New York City";"New York";10011;"East";"CA-2018-135279"
"BS-11800";"Bryan Spruell";"Home Office";"New York City";"New York";10011;"East";"CA-2018-135279"
"BS-11800";"Bryan Spruell";"Home Office";"New York City";"New York";10011;"East";"CA-2018-135279"
"BS-11800";"Bryan Spruell";"Home Office";"New York City";"New York";10011;"East";"CA-2018-135279"
"BS-11800";"Bryan Spruell";"Home Office";"New York City";"New York";10011;"East";"CA-2018-135279"
"BS-11800";"Bryan Spruell";"Home Office";"New York City";"New York";10011;"East";"CA-2018-135279"
"DL-13315";"Delfina Latchford";"Consumer";"Philadelphia";"Pennsylvania";19134;"East";"CA-2015-115791"
"DL-13315";"Delfina Latchford";"Consumer";"Philadelphia";"Pennsylvania";19134;"East";"CA-2015-115791"
"DL-13315";"Delfina Latchford";"Consumer";"Philadelphia";"Pennsylvania";19134;"East";"CA-2015-115791"
"DL-13315";"Delfina Latchford";"Consumer";"Philadelphia";"Pennsylvania";19134;"East";"CA-2015-115791"
"PO-19195";"Phillina Ober";"Home Office";"New York City";"New York";10011;"East";"US-2018-103247"
"PO-19195";"Phillina Ober";"Home Office";"New York City";"New York";10011;"East";"US-2018-103247"
"TD-20995";"Tamara Dahlen";"Consumer";"Portland";"Oregon";97206;"West";"US-2018-100209"
"BW-11110";"Bart Watters";"Corporate";"Detroit";"Michigan";48205;"Central";"CA-2018-159366"
"RW-19690";"Robert Waldorf";"Consumer";"Wilmington";"North Carolina";28403;"South";"CA-2017-145499"
"KB-16600";"Ken Brennan";"Corporate";"Columbus";"Indiana";47201;"Central";"CA-2016-157035"
"EB-13870";"Emily Burns";"Consumer";"New York City";"New York";10035;"East";"CA-2017-144939"
"TZ-21580";"Tracy Zic";"Consumer";"Louisville";"Colorado";80027;"West";"CA-2015-163419"
"TZ-21580";"Tracy Zic";"Consumer";"Louisville";"Colorado";80027;"West";"CA-2015-163419"
"TZ-21580";"Tracy Zic";"Consumer";"Louisville";"Colorado";80027;"West";"CA-2015-163419"
"AS-10630";"Ann Steele";"Home Office";"Pasadena";"Texas";77506;"Central";"CA-2018-100314"
"AS-10630";"Ann Steele";"Home Office";"Pasadena";"Texas";77506;"Central";"CA-2018-100314"
"AS-10630";"Ann Steele";"Home Office";"Pasadena";"Texas";77506;"Central";"CA-2018-100314"
"TS-21340";"Toby Swindell";"Consumer";"Houston";"Texas";77041;"Central";"CA-2016-146829"
"JG-15805";"John Grady";"Corporate";"Auburn";"New York";13021;"East";"CA-2018-167899"
"JG-15805";"John Grady";"Corporate";"Auburn";"New York";13021;"East";"CA-2018-167899"
"SL-20155";"Sara Luxemburg";"Home Office";"Jacksonville";"Florida";32216;"South";"CA-2016-153549"
"TS-21610";"Troy Staebel";"Consumer";"New York City";"New York";10024;"East";"CA-2017-110023"
"RF-19735";"Roland Fjeld";"Consumer";"San Jose";"California";95123;"West";"CA-2017-105585"
"RF-19735";"Roland Fjeld";"Consumer";"San Jose";"California";95123;"West";"CA-2017-105585"
"MW-18235";"Mitch Willingham";"Corporate";"Virginia Beach";"Virginia";23464;"South";"CA-2015-117639"
"MW-18235";"Mitch Willingham";"Corporate";"Virginia Beach";"Virginia";23464;"South";"CA-2015-117639"
"RD-19585";"Rob Dowd";"Consumer";"Henderson";"Kentucky";42420;"South";"CA-2016-162537"
"RD-19585";"Rob Dowd";"Consumer";"Henderson";"Kentucky";42420;"South";"CA-2016-162537"
"RD-19585";"Rob Dowd";"Consumer";"Henderson";"Kentucky";42420;"South";"CA-2016-162537"
"RD-19585";"Rob Dowd";"Consumer";"Henderson";"Kentucky";42420;"South";"CA-2016-162537"
"FM-14290";"Frank Merwin";"Home Office";"Vancouver";"Washington";98661;"West";"CA-2017-155488"
"RH-19495";"Rick Hansen";"Consumer";"New York City";"New York";10024;"East";"CA-2016-124891"
"RH-19495";"Rick Hansen";"Consumer";"New York City";"New York";10024;"East";"CA-2016-124891"
"RH-19495";"Rick Hansen";"Consumer";"New York City";"New York";10024;"East";"CA-2016-124891"
"RA-19945";"Ryan Akin";"Consumer";"Murrieta";"California";92563;"West";"CA-2016-126445"
"JK-15730";"Joe Kamberova";"Consumer";"Jacksonville";"North Carolina";28540;"South";"CA-2016-111199"
"MT-17815";"Meg Tillman";"Consumer";"Scottsdale";"Arizona";85254;"West";"CA-2016-105312"
"MT-17815";"Meg Tillman";"Consumer";"Scottsdale";"Arizona";85254;"West";"CA-2016-105312"
"PO-18850";"Patrick O'Brill";"Consumer";"Burlington";"Iowa";52601;"Central";"US-2018-106705"
"AT-10735";"Annie Thurman";"Consumer";"Chicago";"Illinois";60653;"Central";"CA-2018-135034"
"VG-21790";"Vivek Gonzalez";"Consumer";"San Diego";"California";92037;"West";"CA-2015-158540"
"PF-19165";"Philip Fox";"Consumer";"Olympia";"Washington";98502;"West";"CA-2018-118437"
"PF-19165";"Philip Fox";"Consumer";"Olympia";"Washington";98502;"West";"CA-2018-118437"
"JS-15880";"John Stevenson";"Consumer";"Seattle";"Washington";98103;"West";"US-2016-126214"
"JS-15880";"John Stevenson";"Consumer";"Seattle";"Washington";98103;"West";"US-2016-126214"
"MO-17800";"Meg O'Connel";"Home Office";"Los Angeles";"California";90036;"West";"CA-2016-133025"
"KM-16225";"Kalyca Meade";"Corporate";"New York City";"New York";10011;"East";"CA-2016-108665"
"KM-16225";"Kalyca Meade";"Corporate";"New York City";"New York";10011;"East";"CA-2016-108665"
"KM-16225";"Kalyca Meade";"Corporate";"New York City";"New York";10011;"East";"CA-2016-108665"
"KM-16225";"Kalyca Meade";"Corporate";"New York City";"New York";10011;"East";"CA-2016-108665"
"GT-14710";"Greg Tran";"Consumer";"Washington";"District of Columbia";20016;"East";"CA-2016-124450"
"GT-14710";"Greg Tran";"Consumer";"Washington";"District of Columbia";20016;"East";"CA-2016-124450"
"GT-14710";"Greg Tran";"Consumer";"Washington";"District of Columbia";20016;"East";"CA-2016-124450"
"PB-19150";"Philip Brown";"Consumer";"Philadelphia";"Pennsylvania";19134;"East";"CA-2016-167269"
"HR-14770";"Hallie Redmond";"Home Office";"Los Angeles";"California";90045;"West";"CA-2018-106964"
"DE-13255";"Deanra Eno";"Home Office";"Springfield";"Ohio";45503;"East";"CA-2017-126529"
"DE-13255";"Deanra Eno";"Home Office";"Springfield";"Ohio";45503;"East";"CA-2017-126529"
"DE-13255";"Deanra Eno";"Home Office";"Springfield";"Ohio";45503;"East";"CA-2017-126529"
"LA-16780";"Laura Armstrong";"Corporate";"Hackensack";"New Jersey";7601;"East";"CA-2015-163552"
"LA-16780";"Laura Armstrong";"Corporate";"Hackensack";"New Jersey";7601;"East";"CA-2015-163552"
"LA-16780";"Laura Armstrong";"Corporate";"Hackensack";"New Jersey";7601;"East";"CA-2015-163552"
"LA-16780";"Laura Armstrong";"Corporate";"Hackensack";"New Jersey";7601;"East";"CA-2015-163552"
"LA-16780";"Laura Armstrong";"Corporate";"Hackensack";"New Jersey";7601;"East";"CA-2015-163552"
